Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,3.627366134,3.632708896,3.635992085,3.660917643,3.726880684,3.824580513,3.941963914,4.072661309,4.20879259,4.325633664,4.411152171,4.476656712,4.531867904,4.583491384,4.632970894,4.66854406,4.686028691,4.698674676,4.708585351,4.705709514,4.678333784,4.60275398,4.449672525,4.216024216,4.068207432,4.140489555,4.312165069,4.484209221,4.719971836,4.885308017,4.838637207,4.747581641,4.681221649,4.620115966,4.570733599,4.523573381,4.477596225,4.435218334,4.39647857,4.364793202,4.347809685,4.352529839,4.37673514,4.41934727,4.468122237,4.476204294,4.430401263,4.397155526,4.418253153,4.468060003,4.543018459,4.750346181,5.078882825,5.323727194,5.436572891,5.489046512,5.407417534,5.18450898,5.005540655,4.924233733,4.896935472,4.907973747,4.963179774,5.05829566,5.139311749
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,6.232441531,6.260207691,6.278037152,6.318563978,6.354201832,6.345706372,6.311674854,6.268069653,6.224964342,6.177364253,6.102179463,5.962447598,5.735218003,5.440185667,5.249413303,5.315172753,5.514843178,5.73143458,5.959874909,6.066045831,5.956032508,5.789948964,5.681792932,5.586347512,5.512328097,5.466749011,5.418663581,5.360775976,5.339390148,5.32164446,5.270734296,5.244847548,5.242455171,5.280807014,5.351462909,5.38109852,5.351420706,5.333402592,5.367133457,5.42436903,5.515539478,5.756789286,6.125024443,6.401896586,6.532260616,6.584419099,6.473914617,6.18737051,5.943958529,5.820913597,5.765379717,5.771305273,5.824665222,5.903615306,5.982349969,6.052333759,6.13694955,6.208578893,6.232980134,6.254243895,6.288436392,6.287150513,6.312180212,6.367699763,6.415482999
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,7.098061584,6.916754935,6.669738262,6.340331312,6.09445215,6.122341866,6.304507421,6.497241515,6.701451097,6.785138117,6.633496333,6.416325301,6.264188741,6.15231629,6.070744183,6.005870866,5.946438409,5.886874294,5.819154655,5.7441852,5.679520538,5.643720434,5.652722301,5.709720501,5.79438131,5.840416134,5.818677275,5.810901436,5.854856806,5.914102346,5.999921631,6.258745591,6.666956893,6.980980042,7.148201852,7.240427944,7.157657407,6.876929508,6.633474761,6.513240891,6.466519313,6.478039953,6.530812829,6.621055388,6.713415488,6.790096813,6.874956464,6.926914723,6.923752383,6.924865219,6.949153294,6.926576174,6.901587102,6.902265681,6.914844478,6.888900134,6.826780816,6.806661656,6.783135616,6.680861908,6.596031666,6.513804171,6.323053841,6.142205384,6.062399436
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.362156838,7.100984316,6.899995533,6.737313662,6.601055437,6.496244887,6.403624882,6.304585369,6.187843569,6.068519131,5.973192834,5.916626568,5.909077019,5.957813354,6.042906394,6.091507695,6.070203613,6.06489775,6.126358422,6.209203635,6.304644149,6.553854101,6.950393128,7.253372958,7.418755139,7.522657054,7.461253706,7.209784792,6.968218634,6.833194272,6.780146134,6.795104323,6.849730993,6.935207273,7.039211913,7.147209104,7.274460643,7.372185081,7.404269458,7.430581592,7.486125748,7.504761593,7.526476766,7.557886541,7.581287385,7.551672343,7.468531569,7.422410413,7.370637764,7.232140415,7.060415119,6.899583073,6.683918983,6.497960178,6.432329098,6.468094655,6.549770579,6.64205113,6.708163679,6.715614755,6.719350498,6.756120856,6.756818952,6.675102971,6.631062668
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.505467162,6.460672999,6.444292835,6.448612505,6.480136099,6.510212632,6.483056397,6.454626417,6.470175907,6.503868039,6.567846727,6.811019578,7.209154045,7.509459282,7.664406901,7.772630081,7.730353297,7.486009118,7.269608744,7.168586622,7.116939589,7.115433705,7.167469785,7.249838641,7.390446958,7.588108862,7.787347145,7.983864524,7.927409956,7.785463637,7.810539148,7.776023201,7.769096165,7.782437905,7.775497166,7.72907259,7.629397553,7.561672679,7.494404868,7.355712783,7.19564245,7.048847039,6.830147963,6.621239452,6.544429328,6.608096806,6.743128451,6.904018447,7.033016339,7.065067814,7.069255117,7.077145026,7.029046269,6.899804146,6.820174546,6.823435959,6.839864457,6.87678582,6.95160525,6.984850808,6.944209503,6.916730326,6.863686846,6.785026508,6.716176293
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.95593802,64.91473089,64.96872735,64.91058756,64.68722064,64.39611067,64.09060745,63.75704813,63.41465181,63.10536134,62.84184492,62.63625513,62.49818315,62.44055632,62.46951343,62.59804927,62.83402304,63.12933483,63.42672903,63.72586675,64.02982668,64.36421797,64.76737872,65.2110124,65.53347249,65.6265369,65.6245936,65.62980184,65.41186568,65.12903261,64.98103154,64.79302423,64.60900152,64.49481972,64.46533306,64.51331149,64.59129311,64.67707057,64.78849667,64.94488394,65.17567046,65.40978213,65.57530511,65.63519108,65.69620854,65.86418966,66.04982733,66.15673713,66.13987422,66.03245384,65.90306032,65.66788253,65.2614605,64.86985247,64.58118494,64.3494176,64.13356487,63.9059469,63.69246384,63.51988225,63.42787868,63.44655894,63.44042791,63.35272885,63.31518593
"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,64.07915385,63.95731151,63.93190819,63.81056641,63.53952747,63.20427675,62.86261937,62.50255054,62.13263879,61.78894095,61.49733198,61.26901658,61.10147161,61.01137746,61.00388931,61.09328751,61.30204313,61.57826604,61.84908855,62.10967981,62.37417234,62.68056834,63.06014087,63.46300151,63.7425971,63.81506455,63.81031382,63.79653253,63.7109229,63.59924837,63.49195146,63.35525168,63.19176892,63.09631941,63.10924249,63.19172562,63.31555782,63.45974763,63.62472604,63.83026516,64.10484612,64.37189043,64.57065406,64.69120022,64.82203845,65.03965694,65.26033865,65.38958066,65.396704,65.30810875,65.18531837,64.97041724,64.60705542,64.26027986,64.00126736,63.78608925,63.57646453,63.34581692,63.12828399,62.94112485,62.82748073,62.82503077,62.79206752,62.67456512,62.60636061
"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,8.617780016,8.424518278,8.081802114,7.772792936,7.585470055,7.493362573,7.471402855,7.528106392,7.624491147,7.74523892,7.895461776,8.045828691,8.192457952,8.354680781,8.532341901,8.680062092,8.76649662,8.800264713,8.767590878,8.649447062,8.488476128,8.325775227,8.123651076,7.877928092,7.574047601,7.217739895,6.858593091,6.522875421,6.379639127,6.403463218,6.461916618,6.563551055,6.665602067,6.74709092,6.779127513,6.80095551,6.845955811,6.870474986,6.807031439,6.75140338,6.739010265,6.721025422,6.736036714,6.807225372,6.82848844,6.733199763,6.617904538,6.499807714,6.396450411,6.306033981,6.201481432,6.066191012,5.925027513,5.8206416,5.767413431,5.772040555,5.845243404,5.974206262,6.116090863,6.236864441,6.319913574,6.377344683,6.439309887,6.473055476,6.461259862
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.34857804,23.32617474,23.2272096,23.1895837,23.25625214,23.38535607,23.5354178,23.6991393,23.86047697,23.98698512,24.05175762,24.05304173,23.99901682,23.86412244,23.62452277,23.28806086,22.86609748,22.38345764,21.89078002,21.4179508,20.9759948,20.5636773,20.17000341,19.81712278,19.51236706,19.25871846,19.0629128,18.91401057,18.93773192,19.05865409,19.14662167,19.2814021,19.42685988,19.52881003,19.5526797,19.49257028,19.41504306,19.34493778,19.26576539,19.15047364,18.93457169,18.6810808,18.49323883,18.42075991,18.34303898,18.17797358,18.0189849,17.89469666,17.82342024,17.78734984,17.75855431,17.74465247,17.76519546,17.80224095,17.83473066,17.8806022,17.95023256,18.02063948,18.05178609,18.02215966,17.96632599,17.83479229,17.62925737,17.40914204,17.1850467
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,22.02343396,22.01165208,21.92822028,21.90258143,21.97247528,22.09603841,22.23939017,22.40320952,22.57459783,22.71631316,22.78417427,22.78117229,22.73735207,22.62160255,22.40118419,22.08483285,21.67928736,21.21087804,20.73581914,20.28982718,19.8781779,19.4912086,19.1230006,18.79346096,18.51105942,18.27613123,18.09030241,17.95863699,17.94808564,18.02203038,18.1091358,18.23901973,18.39087361,18.50016438,18.52239923,18.46446812,18.38614575,18.31586538,18.24713305,18.14600018,17.9459206,17.71824518,17.55815609,17.49305751,17.41693188,17.27095993,17.13628397,17.03251938,16.97739085,16.95586234,16.94465369,16.94729733,16.97677419,17.02125413,17.06381632,17.12081072,17.19819813,17.27134989,17.30418545,17.27791041,17.22796515,17.1075707,16.91541169,16.70693295,16.49550157
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanted fertility rate (births per woman),SP.DYN.WFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.2,68,68,67.9,68.6,68.6,68.5,69.1,68.7,68.6,68.9,69.2,69.1,69.3,69.5,69.7,69.8,70.2,70.2,70.3,70.7,71.1,71.3,71.5,71.9,71.8,72.1,72.5,72.6,72.9,73.1,73.4,73.8,73.8,74.3,74.3,74.6,74.65,74.8,75,75.4,75.7,75.9,76.3,76.6,77,77.2,77.4,77.6,78.1,78.5,79,79.1,79.2,79.5,79.2,79.4,79.5,79.5,79.554,78.362,78.72,79.1,79.362,
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.9,22.6,22.1,21.5,20.8,20.2,19.6,19.1,18.8,18.4,18.1,17.7,17.2,16.7,16.1,15.4,14.8,14.1,13.4,12.7,12.1,11.4,10.8,10.3,10,9.7,9.4,9.1,8.8,8.3,7.9,7.3,6.9,6.5,6.3,6.1,5.9,5.8,5.7,5.6,5.5,5.5,5.4,5.3,5.2,5.1,5,4.9,4.8,4.6,4.4,4.3,4.1,4,3.9,3.9,3.8,3.8,3.8,3.8,3.9,3.9,3.9,4,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.5,12,11.9,12.2,11.3,11.6,11.8,11.2,11.9,11.9,11.8,11.5,12,11.9,11.9,11.8,12.1,11.7,11.9,12,11.7,11.7,11.8,11.7,11.4,11.9,11.7,11.3,11.4,11.5,11.2,11.3,11,11.4,10.8,11.1,10.9,10.8,10.8,10.8,10.3,10.2,10.2,10.2,9.7,9.6,9.4,9.4,9.4,9,8.9,8.7,8.9,9,8.8,9.2,9.1,9.2,9.2,9.019,10.268,9.784,9.512,9.518,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,31.353,34.192,36.19,37.806,40.502,44.61,48.723,50.033,49.419,49.239,48.888,48.18,46.119,42.786,39.161,35.321,31.646,28.964,28.944,29.883,30.081,28.341,27.881,27.679,28.094,29.675,30.39,31.59,33.009,33.083,34.394,34.115,32.598,30.698,28.669,27.589,28.429,29.348,30.356,30.357,28.732,27.051,26.242,26.859,27.278,26.542,26.008,25.276,25.31,24.826,23.648,21.728,20.042,17.494,15.803,14.712,13.952,12.978,12.068,11.064,9.701,8.578,8.379,8.359,
Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.5603383,504.1536683,552.3426454,608.3605936,672.2501799,665.376096,670.7287668,861.1990272,804.0192958,660.0533082,696.0672724,749.2441301,799.9375089,887.8686607,934.9584584,870.3541165,763.1124141,759.6162624,846.7383364,853.7635704,720.7456113,879.8616783,852.2144685,,
Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.21953773,18.13444138,17.45946312,16.29587173,14.73699188,13.43397236,12.27602577,14.26776218,13.42934227,12.34822655,13.06795883,13.21516514,14.11429119,15.61746502,15.08153248,14.9425621,14.74468613,14.88585949,15.65719795,15.79803181,11.45006847,12.38995743,13.28877258,13.82068539,
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19361115,24.19174957,23.25827789,21.81011009,19.90603828,18.75730896,17.56758499,19.43297195,18.69196892,17.23519516,17.88281822,18.09610176,18.96823692,20.41881561,19.8239727,19.59931183,18.99877739,19.43835258,20.06733322,20.04782295,14.96517277,15.67808247,16.92373466,,
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.830079,1580.078448,1762.449355,1919.481395,2147.655024,2239.751817,2455.628045,2516.277476,2710.996156,2865.059181,2944.892779,2997.388192,3082.91102,3183.358759,3289.827791,3374.014403,3498.877419,3572.445165,3675.37353,3982.820605,4888.027603,5334.55798,5357.340747,,
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.79853058,75.8004303,76.7337265,78.18147278,80.08615112,81.23471069,82.42418671,80.55930328,81.30020142,82.75730896,82.1092453,81.89524078,81.02267456,79.57145691,80.16641998,80.3903656,80.98995209,80.54899597,79.92076111,79.94097137,85.02536011,84.31277466,83.06633759,,
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1902.187365,2084.524337,2296.837965,2455.161496,2681.680974,2757.136551,2979.256571,3123.509328,3334.550281,3462.001186,3586.554492,3660.027544,3804.997854,4000.629265,4103.748018,4197.038091,4320.137609,4435.12067,4598.77196,4982.201983,5748.905257,6327.105087,6449.472471,6371.8141,
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,8.88,,,,,7.57,,,,,8.57,,,8.23,8.47,,8.07,9.83,9.17,10.9,7.98,,,,
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.26,,,,,0.34,,,,,0.44,,,0.48,0.4,,0.51,0.51,0.37,0.46,0.56,,,,
Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,0,,,0,,,0,0,0,0,0,,,,
"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,13,13,13,15,15,15,15,15,14,15,15,13,11,10,9.9,8.9,8,8.1,7,8,7.8,7.6,
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42484713,5.64873409,6.04544592,6.31574392,6.67812443,6.81909227,7.04333305,7.05467033,7.34981251,8.14970207,8.0379858,8.02214241,8.01443958,7.93981838,7.93892813,7.90739918,7.90904903,7.73283911,7.78298426,7.95722914,10.17368984,10.13358212,9.17955971,,
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00785767,0.00781967,0.00799705,0.00841869,0.00781293,0.00798301,0.00822745,0.00771928,0.00782731,0.00749114,0.00793722,0.00866287,0.00908915,0.00973286,0.00960905,0.01031801,0.0112673,0.0126521,0.01190605,0.0112078,0.00946279,0.0091417,0.00992587,,
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHC service coverage index,SH.UHC.SRVS.CV.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,79,,,,,83,,,,,85,,86,,87,,88,,,
Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,0,,,0,,,0,0,0,0,0,,,,
Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,0,,,0,,,0,0,0,0,0,,,,
"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0,0.3,0.1,0,0.1,0.1,0.1,0.3,0.1,0.1,,,,,
"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.3,0.1,0.7,0.3,0.2,0.3,0.5,0.3,0.2,0.3,0.3,,,,,
"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51,8.23,8.27,7.99,8.2,7.9,7.83,7.54,8.05,7.94,7.8,8.33,8.27,8.74,8.45,8.62,8.25,7.98,9.16,9.39,8.9,9.55,,,
"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,3.5,3.5,3.4,3.3,3.3,3.2,3.2,3.1,3,2.9,2.9,2.8,2.8,2.8,2.9,2.9,2.9,3,3,3.1,3.2,3.3,3.4,3.5
"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.2,2,2.2,0.8,2.2,2.1,2.2,2.1,2.2,2,2.1,2.1,,,,,
"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.42,0.39,0.28,0.29,0.24,0.38,0.35,0.43,0.45,0.39,0.32,0.29,0.34,0.38,0.38,0.41,0.39,0.41,0.35,0.37,0.38,,,
"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7.1,7.2,7.3,7.3,7.4,7.5,7.5,7.6,7.7,7.7,7.8,7.9,7.9,7.9,8,8,8,8,7.9,7.9,7.9,7.8,7.8
"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.4,6.5,8.6,5.6,6.5,7.3,6.6,11.5,6.5,5.8,6.6,6.8,,,,,
"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.6,0.6,0.6,0.1,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.6,,,,,
"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.547919517,7.513050549,7.476905731,7.432719487,7.385226742,7.336112076,7.292928553,7.26035037,7.232159929,7.212219461,7.192664118,7.168143415,7.141714808,7.10654881,7.064807353,7.021113679,6.976121275,6.933941752,6.896297664,6.860310738,6.827130399,,,,
"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,99.03639669,,
"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,,,30,,27.5,,,24.1,,,,,19.3,,,,,15.6,14.9,14.2,,
Number of maternal deaths,SH.MMR.DTHS,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,23,31,40,48,53,56,60,64,63,61,63,69,77,82,85,89,95,94,90,89,87,89,84,83,79,73,68,70,71,73,69,69,65,93,90,100,57,
"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.39,133.3,,,,,,,,,
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,10.69999981,,,,,,,,,,9.600000381,,,,,,,,,,8.100000381,,,,,7.400000095,,,,,5.900000095,5.599999905,5.400000095,5.099999905,4.800000191,4.800000191,4.599999905,4.599999905,4.400000095,4.199999809,4.08,4.04,3.98,3.95,3.86,3.72,3.54,3.39,3.34,3.27,2.93,2.88,2.8,2.75,2.72,2.61,2.57,2.54,2.5,2.45,2.43,2.35,,,
Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,91,91,93,91,91,93,94,
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.99999771,99.99999743,99.99999644,99.99999768,100,99.99817827,99.98605229,99.97392792,99.96180187,99.94967515,99.93754244,99.92542051,99.91329104,99.90116269,99.88903783,99.87690775,99.86478467,99.85265697,99.84052717,99.82840528,99.81627467,99.80414701,,
"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,16.1,15.7,15.3,14.6,14.2,13.8,13.5,13.2,12.6,12.4,11.9,11.7,11.5,11.3,11.3,11.3,11,11.3,10.7,10.8,11,,,
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,23.3,22.9,22.4,21.9,21.2,20.5,20,19.6,19,18.7,18.3,18,17.5,17,16.3,15.8,15,14.4,13.8,13.1,12.4,11.7,11.1,10.7,10.3,10,9.7,9.4,9,8.6,8.1,7.6,7.2,6.8,6.6,6.4,6.2,6.1,6,5.9,5.8,5.8,5.7,5.6,5.5,5.4,5.3,5.2,5,4.8,4.7,4.4,4.3,4.2,4.1,4,4,4,4,4,4,4,4,4,
"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.1,3,3,3,3,3,3,3,3,2.9,2.9,2.8,2.8,2.7,2.6,2.6,2.5,2.4,2.2,2.1,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2,
Number of neonatal deaths,SH.DTH.NMRT,,14668,14594,14411,14115,13553,12939,12336,11833,11350,10920,10486,9695,8945,8241,7503,6857,6263,6051,5945,5607,5022,4603,4345,4183,4102,3956,3868,3741,3584,3566,3504,3418,3280,3162,3012,2917,2827,2767,2706,2606,2504,2440,2488,2540,2542,2574,2584,2575,2489,2443,2359,2280,2126,2066,2059,2077,2062,2017,1968,1888,1890,1865,1846,
Number of infant deaths,SH.DTH.IMRT,20442,20790,21008,20990,20663,20010,19185,18387,17678,17016,16343,15648,14618,13324,12116,11005,10077,9352,9005,9026,8927,8413,7814,7428,7198,7110,7043,6956,6815,6511,6189,5840,5425,5035,4724,4492,4342,4248,4135,3999,3841,3708,3636,3656,3717,3724,3733,3763,3760,3675,3569,3473,3366,3211,3071,3016,2985,2932,2851,2778,2711,2700,2724,2719,
Number of deaths ages 10-14 years,SH.DTH.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,675,668,660,646,632,619,605,586,566,551,536,524,515,503,484,464,444,428,411,395,378,361,347,337,331,329,330,331,331,328,323,321,316,
Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,9.2,9,9,9,9.1,9.2,9.4,9.6,9.8,10,10.2,10.4,10.6,10.8,11,11.1,11.4,11.6,11.9,12.2,12.6,13.1,13.5,
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.28,12.28,12.42,12.5,12.51,12.38,12.19,11.94,11.61,11.25,10.95,10.79,10.57,10.44,10.44,10.52,10.64,10.77,10.82,10.82,10.73,,,,
Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,0.06,,,0,,,0,0,0,0,0,,,,
